pH,Turbidez,Temperatura,TDS,ORP,OD,Etiqueta
5.2,6.0,24.7,1000.0,-393.0,3.7,Anomalia Quimica
7.3,1.0,22.9,111.0,10.0,0.0,Anomalia de Hardware
7.6,26.0,27.0,345.0,59.0,1.9,Anomalia Biologica/Estancamiento
8.1,2.0,19.1,108.0,240.0,9.0,Agua Segura
7.7,21.0,32.1,471.0,39.0,1.5,Anomalia Biologica/Estancamiento
6.8,1.0,21.9,714.0,231.0,6.5,Agua Segura
6.6,0.0,28.1,566.0,372.0,7.2,Agua Segura
7.2,2.0,15.9,42.0,519.0,9.0,Agua Segura
3.8,10.0,17.6,1000.0,-142.0,4.9,Anomalia Quimica
7.8,2.0,25.1,617.0,126.0,4.5,Agua Segura
7.6,181.0,19.3,678.0,267.0,3.9,Anomalia Fisica
7.4,3.0,28.1,949.0,301.0,9.8,Agua Segura
6.9,0.0,19.3,259.0,1000.0,7.7,Anomalia de Hardware
7.7,2.0,18.4,371.0,201.0,5.6,Agua Segura
2.5,1.0,22.6,1000.0,-397.0,2.6,Anomalia Quimica
7.1,2.0,29.8,964.0,386.0,6.4,Agua Segura
7.4,0.0,19.7,411.0,164.0,5.6,Agua Segura
6.8,98.0,21.8,909.0,315.0,6.0,Anomalia Fisica
7.5,0.0,24.8,330.0,5.0,0.0,Anomalia de Hardware
7.5,215.0,28.4,690.0,101.0,6.5,Anomalia Fisica
7.2,0.0,15.6,159.0,252.0,8.3,Agua Segura
6.7,1.0,30.0,513.0,255.0,6.3,Agua Segura
8.2,1.0,21.8,149.0,434.0,8.0,Agua Segura
8.2,4.0,29.2,1000.0,443.0,6.8,Agua Segura
7.4,2.0,26.6,444.0,364.0,9.4,Agua Segura
7.5,2.0,24.7,212.0,519.0,6.1,Agua Segura
4.0,3.0,26.7,1000.0,-576.0,3.2,Anomalia Quimica
7.7,2.0,20.1,213.0,268.0,6.3,Agua Segura
2.3,13.0,25.9,1000.0,-758.0,3.4,Anomalia Quimica
7.4,1.0,17.9,68.0,320.0,9.0,Agua Segura
6.6,3.0,23.3,970.0,485.0,9.2,Agua Segura
8.0,1.0,30.0,364.0,246.0,9.0,Agua Segura
6.8,110.0,23.0,851.0,152.0,7.1,Anomalia Fisica
7.2,0.0,24.9,74.0,388.0,8.0,Agua Segura
7.3,1.0,27.5,557.0,523.0,6.5,Agua Segura
7.0,3.0,15.5,950.0,475.0,7.0,Agua Segura
1.9,12.0,22.3,1000.0,-701.0,4.8,Anomalia Quimica
8.3,2.0,16.0,655.0,430.0,7.4,Agua Segura
7.2,1.0,20.2,357.0,539.0,7.9,Agua Segura
7.6,19.0,29.6,579.0,-104.0,1.6,Anomalia Biologica/Estancamiento
3.4,9.0,23.5,1000.0,-395.0,4.0,Anomalia Quimica
7.4,3.0,28.2,457.0,464.0,6.6,Agua Segura
7.7,1.0,26.6,285.0,245.0,8.6,Agua Segura
6.7,0.0,25.2,598.0,401.0,7.0,Agua Segura
7.1,3.0,19.9,1000.0,348.0,7.9,Agua Segura
7.0,1.0,17.7,695.0,557.0,7.5,Agua Segura
7.0,111.0,27.4,758.0,193.0,4.1,Anomalia Fisica
6.9,1.0,22.8,283.0,361.0,6.6,Agua Segura
7.3,2.0,19.8,82.0,413.0,9.5,Agua Segura
8.3,207.0,29.0,634.0,125.0,7.1,Anomalia Fisica
7.8,1.0,17.3,160.0,481.0,9.6,Agua Segura
7.6,2.0,23.1,390.0,545.0,7.6,Agua Segura
8.2,1.0,26.8,97.0,457.0,6.8,Agua Segura
2.9,5.0,18.6,1000.0,-674.0,4.9,Anomalia Quimica
6.9,17.0,30.6,323.0,-55.0,2.5,Anomalia Biologica/Estancamiento
8.3,1.0,15.3,361.0,327.0,9.9,Agua Segura
7.2,3.0,24.3,768.0,466.0,8.9,Agua Segura
7.9,0.0,23.8,479.0,354.0,6.0,Agua Segura
8.2,2.0,15.5,679.0,359.0,7.9,Agua Segura
3.0,8.0,25.1,1000.0,-162.0,3.0,Anomalia Quimica
7.8,245.0,15.3,611.0,117.0,4.7,Anomalia Fisica
7.5,2.0,20.7,683.0,516.0,8.3,Agua Segura
7.9,40.0,23.9,601.0,195.0,7.8,Anomalia Fisica
8.2,118.0,20.8,844.0,144.0,6.6,Anomalia Fisica
6.6,1.0,19.8,527.0,208.0,8.4,Agua Segura
7.8,3.0,19.3,938.0,586.0,9.6,Agua Segura
7.2,0.0,28.8,83.0,997.0,7.4,Anomalia de Hardware
6.6,3.0,24.1,1000.0,274.0,6.8,Agua Segura
6.8,1.0,20.1,363.0,574.0,9.4,Agua Segura
8.0,1.0,23.2,522.0,428.0,8.2,Agua Segura
6.7,3.0,21.4,429.0,297.0,8.8,Agua Segura
7.8,4000.0,25.6,371.0,515.0,7.7,Anomalia de Hardware
8.4,10.0,29.0,300.0,-59.0,2.0,Anomalia Biologica/Estancamiento
7.4,2.0,26.5,626.0,455.0,6.1,Agua Segura
7.1,1.0,18.8,669.0,361.0,8.9,Agua Segura
7.8,0.0,15.4,151.0,338.0,6.4,Agua Segura
6.6,3.0,25.8,984.0,204.0,7.5,Agua Segura
7.1,0.0,22.7,430.0,192.0,4.8,Agua Segura
7.2,50.0,17.4,701.0,144.0,7.3,Anomalia Fisica
7.4,0.0,17.8,277.0,446.0,7.7,Agua Segura
4.7,1.0,23.7,1000.0,-653.0,4.1,Anomalia Quimica
7.0,288.0,29.3,728.0,323.0,7.5,Anomalia Fisica
7.3,2.0,22.8,181.0,205.0,9.6,Agua Segura
6.7,2.0,23.6,283.0,396.0,7.8,Agua Segura
8.1,4000.0,23.4,129.0,527.0,8.2,Anomalia de Hardware
8.2,2.0,25.5,82.0,590.0,6.8,Agua Segura
7.3,2.0,25.9,599.0,523.0,8.6,Agua Segura
6.7,3.0,19.0,964.0,337.0,6.6,Agua Segura
7.0,2.0,23.4,772.0,336.0,9.2,Agua Segura
4.4,12.0,28.9,1000.0,-167.0,2.5,Anomalia Quimica
8.2,3.0,20.0,996.0,328.0,8.9,Agua Segura
7.2,61.0,19.7,720.0,182.0,5.9,Anomalia Fisica
2.6,12.0,20.7,1000.0,-526.0,5.5,Anomalia Quimica
7.1,2.0,20.6,357.0,164.0,5.1,Agua Segura
7.1,1.0,30.1,792.0,148.0,5.3,Agua Segura
6.6,278.0,28.0,359.0,168.0,5.5,Anomalia Fisica
7.0,2.0,22.6,542.0,299.0,7.7,Agua Segura
7.3,1.0,29.1,535.0,281.0,9.0,Agua Segura
7.7,3.0,27.7,198.0,342.0,8.2,Agua Segura
7.1,3.0,27.4,202.0,509.0,10.1,Agua Segura
8.1,2.0,16.9,611.0,270.0,6.0,Agua Segura
7.9,3.0,28.6,955.0,245.0,6.2,Agua Segura
8.2,1.0,27.1,232.0,333.0,8.6,Agua Segura
8.1,1.0,28.3,204.0,249.0,6.3,Agua Segura
7.3,2.0,18.2,399.0,240.0,8.8,Agua Segura
7.6,2.0,15.4,159.0,111.0,5.8,Agua Segura
6.6,1.0,17.2,544.0,498.0,6.5,Agua Segura
7.3,1.0,29.3,615.0,587.0,8.0,Agua Segura
7.0,1.0,15.7,197.0,490.0,6.9,Agua Segura
6.8,1.0,25.6,487.0,97.0,4.3,Agua Segura
8.3,28.0,29.1,598.0,-103.0,1.7,Anomalia Biologica/Estancamiento
7.3,2.0,16.3,617.0,514.0,7.8,Agua Segura
7.3,0.0,18.8,409.0,237.0,6.2,Agua Segura
3.4,4.0,20.1,1000.0,-254.0,3.0,Anomalia Quimica
2.6,8.0,19.9,1000.0,-560.0,2.8,Anomalia Quimica
8.2,4000.0,21.6,104.0,413.0,6.3,Anomalia de Hardware
7.3,167.0,27.4,716.0,340.0,6.5,Anomalia Fisica
8.1,135.0,19.8,433.0,344.0,7.6,Anomalia Fisica
7.6,1.0,19.8,214.0,113.0,5.3,Agua Segura
8.1,3.0,25.0,912.0,317.0,8.9,Agua Segura
8.3,2.0,23.4,270.0,432.0,7.0,Agua Segura
7.3,4000.0,15.8,352.0,205.0,9.1,Anomalia de Hardware
8.2,1.0,23.1,614.0,191.0,8.0,Agua Segura
7.7,1.0,20.0,132.0,377.0,7.5,Agua Segura
7.5,2.0,25.5,757.0,519.0,6.1,Agua Segura
8.3,2.0,22.8,515.0,270.0,9.4,Agua Segura
8.1,0.0,18.5,92.0,-11.0,0.0,Anomalia de Hardware
7.5,2.0,27.9,810.0,354.0,9.8,Agua Segura
3.3,2.0,26.7,1000.0,-479.0,4.7,Anomalia Quimica
6.6,129.0,22.2,328.0,373.0,7.0,Anomalia Fisica
7.1,1.0,21.0,228.0,396.0,8.7,Agua Segura
7.6,133.0,20.0,640.0,137.0,7.6,Anomalia Fisica
7.9,2.0,24.2,527.0,301.0,7.6,Agua Segura
6.8,1.0,18.6,565.0,593.0,7.6,Agua Segura
8.1,4.0,24.3,1000.0,396.0,6.8,Agua Segura
6.6,1.0,23.1,119.0,378.0,8.3,Agua Segura
3.6,13.0,24.5,1000.0,-435.0,4.4,Anomalia Quimica
8.0,3.0,28.6,411.0,382.0,9.1,Agua Segura
8.2,124.0,21.4,647.0,94.0,6.0,Anomalia Fisica
3.3,13.0,23.2,1000.0,-142.0,3.7,Anomalia Quimica
6.7,2.0,17.4,699.0,-28.0,0.1,Anomalia de Hardware
4.6,4.0,20.8,1000.0,-176.0,4.5,Anomalia Quimica
7.6,2.0,25.0,701.0,419.0,8.2,Agua Segura
7.8,3.0,24.0,949.0,404.0,7.2,Agua Segura
6.8,1.0,22.2,588.0,336.0,6.4,Agua Segura
6.6,230.0,26.8,629.0,167.0,6.7,Anomalia Fisica
7.5,4000.0,25.3,515.0,525.0,7.7,Anomalia de Hardware
7.5,0.0,23.1,716.0,454.0,10.0,Agua Segura
7.6,0.0,18.4,477.0,448.0,8.5,Agua Segura
7.0,2.0,28.8,578.0,322.0,6.9,Agua Segura
7.1,2.0,21.2,317.0,1.0,0.0,Anomalia de Hardware
8.1,23.0,25.2,427.0,-74.0,0.8,Anomalia Biologica/Estancamiento
8.3,1.0,28.3,715.0,269.0,9.8,Agua Segura
7.9,1.0,19.5,165.0,501.0,6.7,Agua Segura
6.9,1.0,25.2,268.0,138.0,4.2,Agua Segura
7.3,1.0,28.4,103.0,1000.0,7.2,Anomalia de Hardware
8.2,2.0,27.5,223.0,459.0,9.6,Agua Segura
7.1,2.0,21.6,110.0,418.0,8.9,Agua Segura
8.1,4000.0,18.5,238.0,527.0,7.5,Anomalia de Hardware
7.1,2.0,17.0,495.0,996.0,10.1,Anomalia de Hardware
5.3,9.0,21.9,1000.0,-198.0,2.2,Anomalia Quimica
7.3,165.0,20.7,477.0,329.0,5.5,Anomalia Fisica
5.5,13.0,16.7,1000.0,-255.0,4.8,Anomalia Quimica
2.9,11.0,20.4,1000.0,-769.0,2.1,Anomalia Quimica
8.3,2.0,21.2,748.0,528.0,7.7,Agua Segura
6.7,3.0,27.0,233.0,487.0,7.1,Agua Segura
7.3,1.0,22.7,535.0,580.0,10.0,Agua Segura
4.6,11.0,17.5,1000.0,-653.0,3.9,Anomalia Quimica
8.2,2.0,17.6,179.0,521.0,6.1,Agua Segura
7.9,1.0,18.8,578.0,313.0,7.6,Agua Segura
6.6,2.0,16.9,617.0,525.0,9.8,Agua Segura
7.7,1.0,24.3,794.0,507.0,6.9,Agua Segura
8.4,12.0,31.0,630.0,3.0,0.8,Anomalia Biologica/Estancamiento
4.3,8.0,26.6,1000.0,-700.0,4.2,Anomalia Quimica
7.5,27.0,31.5,384.0,-61.0,2.6,Anomalia Biologica/Estancamiento
8.2,22.0,34.3,284.0,-25.0,2.1,Anomalia Biologica/Estancamiento
14.0,1.0,21.8,681.0,258.0,6.5,Anomalia de Hardware
8.2,3.0,25.6,960.0,277.0,8.7,Agua Segura
8.0,0.0,27.1,107.0,126.0,4.5,Agua Segura
7.0,80.0,27.6,889.0,381.0,7.5,Anomalia Fisica
7.5,1.0,22.9,522.0,284.0,6.2,Agua Segura
2.9,0.0,20.2,1000.0,-441.0,2.6,Anomalia Quimica
6.9,2.0,17.0,1000.0,368.0,7.6,Agua Segura
8.4,27.0,31.9,207.0,42.0,2.0,Anomalia Biologica/Estancamiento
7.8,8.0,30.3,567.0,-1.0,2.0,Anomalia Biologica/Estancamiento
7.0,155.0,28.4,794.0,227.0,4.7,Anomalia Fisica
7.9,2.0,25.9,397.0,318.0,7.6,Agua Segura
7.4,3.0,21.1,441.0,527.0,5.9,Agua Segura
6.8,1.0,20.4,430.0,501.0,6.6,Agua Segura
6.7,1.0,28.0,250.0,996.0,8.3,Anomalia de Hardware
8.1,25.0,28.4,661.0,5.0,1.3,Anomalia Biologica/Estancamiento
7.3,2.0,18.6,166.0,354.0,9.4,Agua Segura
2.2,10.0,24.3,1000.0,-310.0,3.8,Anomalia Quimica
7.3,1.0,29.3,620.0,253.0,7.1,Agua Segura
8.0,0.0,26.7,473.0,316.0,9.6,Agua Segura
7.8,16.0,29.9,454.0,10.0,2.9,Anomalia Biologica/Estancamiento
7.1,1.0,17.5,126.0,414.0,9.0,Agua Segura
6.8,3.0,26.4,451.0,381.0,7.7,Agua Segura
7.3,2.0,22.6,247.0,309.0,9.9,Agua Segura
7.8,2.0,27.6,76.0,331.0,8.6,Agua Segura
8.3,21.0,34.1,606.0,-14.0,0.6,Anomalia Biologica/Estancamiento
8.0,217.0,23.6,644.0,210.0,6.6,Anomalia Fisica
7.7,2.0,21.8,751.0,395.0,8.8,Agua Segura
7.5,1.0,20.8,673.0,561.0,9.3,Agua Segura
8.3,277.0,26.2,328.0,188.0,4.9,Anomalia Fisica
7.3,78.0,27.3,710.0,304.0,6.1,Anomalia Fisica
7.2,0.0,27.1,82.0,562.0,9.3,Agua Segura
4.0,12.0,17.6,1000.0,-378.0,3.0,Anomalia Quimica
5.3,4.0,20.4,1000.0,-694.0,2.2,Anomalia Quimica
6.8,1.0,27.1,166.0,594.0,8.2,Agua Segura
7.5,2.0,16.5,307.0,233.0,8.0,Agua Segura
8.0,20.0,28.9,648.0,-39.0,2.0,Anomalia Biologica/Estancamiento
8.1,1.0,29.8,315.0,394.0,6.5,Agua Segura
8.0,3.0,23.0,931.0,487.0,6.5,Agua Segura
2.1,2.0,28.9,1000.0,-506.0,2.0,Anomalia Quimica
7.3,1.0,19.4,71.0,140.0,4.8,Agua Segura
13.3,2.0,27.6,266.0,372.0,9.0,Anomalia de Hardware
7.7,1.0,19.9,343.0,582.0,9.4,Agua Segura
6.8,2.0,20.9,181.0,9.0,0.1,Anomalia de Hardware
6.7,0.0,25.8,240.0,406.0,8.6,Agua Segura
2.4,14.0,27.5,1000.0,-629.0,4.4,Anomalia Quimica
6.9,3.0,29.7,223.0,345.0,9.3,Agua Segura
8.4,2.0,29.7,1000.0,443.0,9.3,Agua Segura
7.7,2.0,28.1,423.0,550.0,8.0,Agua Segura
7.3,1.0,29.0,318.0,6.0,0.0,Anomalia de Hardware
8.1,273.0,29.0,344.0,284.0,6.6,Anomalia Fisica
7.0,2.0,22.6,678.0,562.0,8.0,Agua Segura
6.8,2.0,27.9,496.0,516.0,9.4,Agua Segura
6.6,295.0,22.8,723.0,255.0,6.8,Anomalia Fisica
7.6,2.0,17.3,129.0,571.0,9.3,Agua Segura
7.5,11.0,31.8,460.0,-85.0,1.3,Anomalia Biologica/Estancamiento
8.3,1.0,29.1,271.0,432.0,9.1,Agua Segura
8.4,0.0,24.5,639.0,254.0,8.6,Agua Segura
7.8,2.0,29.9,796.0,414.0,7.3,Agua Segura
8.3,0.0,23.5,770.0,209.0,6.9,Agua Segura
6.1,16.0,25.2,387.0,-74.0,0.4,Anomalia Biologica/Estancamiento
8.1,2.0,16.2,177.0,150.0,4.8,Agua Segura
8.0,2.0,21.2,310.0,480.0,6.3,Agua Segura
7.4,2.0,29.6,655.0,513.0,6.8,Agua Segura
6.8,1.0,18.3,561.0,564.0,9.6,Agua Segura
7.8,0.0,26.2,238.0,608.0,8.5,Agua Segura
8.1,1.0,26.7,561.0,197.0,5.2,Agua Segura
7.9,2.0,26.9,953.0,296.0,9.2,Agua Segura
7.9,2.0,29.3,736.0,123.0,4.8,Agua Segura
8.4,24.0,30.6,215.0,-35.0,2.3,Anomalia Biologica/Estancamiento
3.3,3.0,27.1,1000.0,-117.0,4.4,Anomalia Quimica
8.0,18.0,35.0,245.0,-27.0,0.2,Anomalia Biologica/Estancamiento
7.9,2.0,25.0,202.0,206.0,6.5,Agua Segura
6.1,7.0,29.8,434.0,-2.0,0.4,Anomalia Biologica/Estancamiento
7.1,0.0,16.0,352.0,272.0,9.0,Agua Segura
7.6,1.0,16.0,49.0,402.0,8.4,Agua Segura
7.7,12.0,32.1,304.0,43.0,1.0,Anomalia Biologica/Estancamiento
8.1,1.0,22.2,740.0,345.0,6.9,Agua Segura
6.6,2.0,19.8,102.0,404.0,6.3,Agua Segura
6.8,2.0,23.1,485.0,359.0,7.7,Agua Segura
7.7,1.0,15.7,152.0,408.0,9.5,Agua Segura
6.8,2.0,25.3,791.0,330.0,6.3,Agua Segura
8.3,1.0,28.0,638.0,158.0,5.3,Agua Segura
6.8,0.0,16.3,750.0,520.0,6.0,Agua Segura
3.7,12.0,24.3,1000.0,-178.0,2.4,Anomalia Quimica
7.6,202.0,20.5,651.0,112.0,4.2,Anomalia Fisica
7.9,2.0,30.0,763.0,244.0,7.0,Agua Segura
8.0,139.0,26.4,464.0,110.0,6.0,Anomalia Fisica
7.8,1.0,27.6,562.0,499.0,8.4,Agua Segura
7.8,2.0,28.1,277.0,436.0,8.7,Agua Segura
7.2,3.0,18.0,988.0,569.0,7.8,Agua Segura
7.2,1.0,24.7,789.0,383.0,8.0,Agua Segura
8.2,1.0,24.0,635.0,293.0,10.0,Agua Segura
8.1,1.0,22.1,91.0,491.0,6.5,Agua Segura
8.2,1.0,29.2,420.0,542.0,5.9,Agua Segura
6.6,1.0,15.9,680.0,582.0,7.1,Agua Segura
7.4,2.0,22.4,223.0,541.0,6.1,Agua Segura
8.2,11.0,25.7,654.0,-18.0,0.2,Anomalia Biologica/Estancamiento
7.4,7.0,30.7,264.0,-76.0,0.8,Anomalia Biologica/Estancamiento
6.6,2.0,28.1,676.0,401.0,6.9,Agua Segura
8.4,1.0,22.1,346.0,289.0,9.4,Agua Segura
8.1,0.0,21.2,57.0,414.0,7.6,Agua Segura
6.9,2.0,21.4,571.0,345.0,8.9,Agua Segura
7.1,260.0,26.6,422.0,148.0,5.4,Anomalia Fisica
7.6,1.0,26.5,385.0,462.0,9.2,Agua Segura
7.6,2.0,17.0,780.0,124.0,4.9,Agua Segura
7.4,2.0,23.4,639.0,347.0,8.7,Agua Segura
6.8,19.0,33.4,221.0,-10.0,2.7,Anomalia Biologica/Estancamiento
7.0,1.0,24.3,676.0,191.0,4.9,Agua Segura
7.4,2.0,19.9,117.0,541.0,9.7,Agua Segura
8.2,1.0,18.3,756.0,511.0,6.1,Agua Segura
7.6,3.0,20.0,1000.0,596.0,7.7,Agua Segura
7.2,2.0,28.6,734.0,555.0,6.3,Agua Segura
12.3,2.0,25.6,637.0,424.0,7.6,Anomalia de Hardware
8.0,299.0,22.7,645.0,198.0,5.3,Anomalia Fisica
7.9,0.0,23.4,147.0,424.0,9.4,Agua Segura
4.6,15.0,15.8,1000.0,-437.0,2.6,Anomalia Quimica
7.3,46.0,17.4,867.0,207.0,4.8,Anomalia Fisica
8.0,199.0,21.8,582.0,295.0,4.5,Anomalia Fisica
8.3,2.0,20.3,279.0,484.0,8.6,Agua Segura
8.2,4.0,20.8,914.0,302.0,6.9,Agua Segura
8.2,0.0,21.1,250.0,590.0,8.3,Agua Segura
2.1,10.0,24.7,1000.0,-538.0,2.1,Anomalia Quimica
6.9,0.0,25.7,357.0,362.0,7.2,Agua Segura
7.8,249.0,20.4,900.0,248.0,4.1,Anomalia Fisica
8.4,2.0,15.2,493.0,463.0,7.0,Agua Segura
7.6,3.0,20.0,895.0,244.0,8.0,Agua Segura
7.3,3.0,23.2,943.0,532.0,10.0,Agua Segura
7.7,1.0,16.4,761.0,445.0,7.5,Agua Segura
8.4,10.0,25.3,397.0,36.0,1.4,Anomalia Biologica/Estancamiento
8.3,2.0,28.4,1000.0,576.0,7.5,Agua Segura
8.3,0.0,17.4,275.0,250.0,7.0,Agua Segura
8.2,1.0,19.1,114.0,248.0,7.9,Agua Segura
8.3,2.0,29.3,394.0,100.0,4.8,Agua Segura
6.8,0.0,20.9,142.0,263.0,6.5,Agua Segura
7.4,225.0,15.6,457.0,225.0,4.4,Anomalia Fisica
6.6,10.0,32.0,280.0,-88.0,2.3,Anomalia Biologica/Estancamiento
6.6,1.0,16.2,713.0,304.0,9.7,Agua Segura
12.7,2.0,28.7,576.0,418.0,9.2,Anomalia de Hardware
2.4,9.0,25.5,1000.0,-373.0,1.8,Anomalia Quimica
3.6,4.0,23.6,1000.0,-677.0,4.7,Anomalia Quimica
7.0,2.0,19.8,660.0,294.0,7.0,Agua Segura
7.3,1.0,29.0,309.0,405.0,6.1,Agua Segura
6.3,10.0,30.4,417.0,17.0,1.3,Anomalia Biologica/Estancamiento
4.3,3.0,28.9,1000.0,-166.0,4.7,Anomalia Quimica
8.3,1.0,22.8,287.0,339.0,8.0,Agua Segura
6.4,25.0,34.2,448.0,-6.0,2.4,Anomalia Biologica/Estancamiento
8.1,27.0,32.5,243.0,13.0,2.7,Anomalia Biologica/Estancamiento
8.2,227.0,24.2,400.0,255.0,6.7,Anomalia Fisica
7.2,0.0,26.2,114.0,607.0,8.7,Agua Segura
7.0,2.0,26.9,744.0,324.0,6.1,Agua Segura
7.5,3.0,25.6,976.0,348.0,6.9,Agua Segura
7.6,0.0,15.1,277.0,605.0,7.6,Agua Segura
8.3,1.0,15.2,135.0,534.0,7.6,Agua Segura
6.6,0.0,20.7,232.0,335.0,9.2,Agua Segura
3.6,6.0,20.8,1000.0,-177.0,4.7,Anomalia Quimica
7.0,1.0,16.7,620.0,219.0,6.0,Agua Segura
7.8,1.0,18.0,67.0,558.0,8.9,Agua Segura
7.4,1.0,28.2,224.0,572.0,7.0,Agua Segura
6.9,1.0,25.4,62.0,507.0,7.9,Agua Segura
7.1,2.0,22.1,707.0,117.0,6.1,Agua Segura
7.1,0.0,15.0,729.0,163.0,5.7,Agua Segura
7.7,208.0,17.0,661.0,182.0,7.2,Anomalia Fisica
8.0,1.0,25.2,335.0,365.0,9.1,Agua Segura
8.1,1.0,25.4,365.0,361.0,7.0,Agua Segura
6.7,0.0,18.0,629.0,377.0,10.0,Agua Segura
6.6,12.0,34.0,432.0,28.0,2.5,Anomalia Biologica/Estancamiento
7.0,1.0,27.6,634.0,335.0,6.8,Agua Segura
8.1,2.0,21.0,447.0,366.0,7.5,Agua Segura
2.4,14.0,16.4,1000.0,-171.0,3.3,Anomalia Quimica
7.1,2.0,18.3,214.0,374.0,6.7,Agua Segura
8.2,1.0,19.5,475.0,420.0,8.2,Agua Segura
7.4,25.0,26.5,350.0,-87.0,0.7,Anomalia Biologica/Estancamiento
6.7,2.0,18.8,104.0,330.0,9.4,Agua Segura
6.9,3.0,18.6,1000.0,571.0,8.8,Agua Segura
8.1,3.0,22.2,936.0,595.0,7.6,Agua Segura
6.9,3.0,28.8,66.0,317.0,7.4,Agua Segura
7.0,197.0,15.4,587.0,215.0,4.5,Anomalia Fisica
8.2,1.0,17.3,506.0,595.0,8.2,Agua Segura
7.7,1.0,27.7,704.0,331.0,8.6,Agua Segura
7.9,20.0,32.1,627.0,-74.0,0.3,Anomalia Biologica/Estancamiento
7.3,1.0,16.7,118.0,496.0,9.7,Agua Segura
8.1,2.0,15.1,195.0,480.0,9.7,Agua Segura
7.7,2.0,15.6,452.0,380.0,7.8,Agua Segura
2.0,1.0,29.4,1000.0,-740.0,2.9,Anomalia Quimica
7.2,1.0,28.1,529.0,584.0,8.1,Agua Segura
7.8,2.0,16.5,559.0,504.0,9.2,Agua Segura
8.1,71.0,19.4,446.0,127.0,5.5,Anomalia Fisica
7.6,0.0,17.5,716.0,326.0,8.5,Agua Segura
3.5,6.0,19.5,1000.0,-414.0,4.0,Anomalia Quimica
7.1,1.0,28.2,691.0,394.0,7.0,Agua Segura
7.9,0.0,19.2,635.0,405.0,9.4,Agua Segura
7.7,0.0,28.2,158.0,556.0,9.8,Agua Segura
2.4,1.0,25.3,1000.0,-263.0,3.9,Anomalia Quimica
8.3,12.0,27.7,219.0,-57.0,2.1,Anomalia Biologica/Estancamiento
7.4,17.0,29.5,340.0,91.0,6.8,Anomalia Fisica
8.3,46.0,25.4,469.0,189.0,5.1,Anomalia Fisica
7.7,2.0,25.7,211.0,339.0,8.9,Agua Segura
7.1,243.0,15.9,767.0,293.0,7.5,Anomalia Fisica
7.2,2.0,26.2,296.0,427.0,8.7,Agua Segura
7.1,1.0,15.7,278.0,349.0,7.3,Agua Segura
6.8,1.0,18.6,210.0,145.0,5.1,Agua Segura
7.7,2.0,17.3,233.0,449.0,9.1,Agua Segura
8.0,1.0,22.5,143.0,294.0,6.9,Agua Segura
6.5,10.0,26.6,368.0,19.0,1.2,Anomalia Biologica/Estancamiento
7.3,1.0,18.5,762.0,446.0,8.2,Agua Segura
7.1,2.0,23.5,206.0,8.0,0.0,Anomalia de Hardware
6.9,90.0,22.6,719.0,347.0,4.6,Anomalia Fisica
3.2,5.0,22.9,1000.0,-155.0,3.0,Anomalia Quimica
7.9,1.0,27.6,185.0,197.0,5.3,Agua Segura
8.3,1.0,21.0,415.0,469.0,8.9,Agua Segura
8.3,0.0,29.4,297.0,371.0,7.3,Agua Segura
6.8,1.0,23.3,612.0,-10.0,0.0,Anomalia de Hardware
6.6,7.0,29.7,673.0,-61.0,0.8,Anomalia Biologica/Estancamiento
7.1,2.0,25.6,743.0,13.0,0.0,Anomalia de Hardware
8.4,209.0,21.1,634.0,268.0,6.8,Anomalia Fisica
7.0,12.0,26.5,267.0,-68.0,0.9,Anomalia Biologica/Estancamiento
4.1,6.0,16.5,1000.0,-519.0,5.0,Anomalia Quimica
7.2,1.0,15.1,748.0,1000.0,7.5,Anomalia de Hardware
7.9,2.0,21.2,578.0,194.0,4.7,Agua Segura
7.6,3.0,24.8,962.0,293.0,7.3,Agua Segura
6.6,24.0,31.2,554.0,-31.0,2.7,Anomalia Biologica/Estancamiento
7.5,14.0,32.2,280.0,-17.0,2.2,Anomalia Biologica/Estancamiento
8.1,2.0,22.3,583.0,538.0,8.9,Agua Segura
6.8,2.0,23.9,178.0,242.0,6.7,Agua Segura
6.7,2.0,23.2,624.0,523.0,9.1,Agua Segura
7.5,2.0,20.0,622.0,357.0,8.1,Agua Segura
7.1,4000.0,23.0,273.0,526.0,7.8,Anomalia de Hardware
7.7,1.0,15.4,216.0,214.0,7.3,Agua Segura
6.7,30.0,33.4,512.0,-66.0,2.8,Anomalia Biologica/Estancamiento
7.6,1.0,26.4,414.0,589.0,7.6,Agua Segura
6.0,15.0,31.5,554.0,-19.0,1.8,Anomalia Biologica/Estancamiento
6.9,0.0,27.5,770.0,382.0,8.9,Agua Segura
7.3,1.0,15.3,241.0,205.0,6.6,Agua Segura
7.0,2.0,26.7,774.0,393.0,9.0,Agua Segura
8.4,2.0,21.0,711.0,302.0,9.5,Agua Segura
6.4,16.0,28.4,682.0,-65.0,1.0,Anomalia Biologica/Estancamiento
6.8,1.0,18.0,440.0,309.0,7.5,Agua Segura
7.3,89.0,28.9,505.0,209.0,6.1,Anomalia Fisica
7.3,3.0,27.6,1000.0,439.0,7.2,Agua Segura
6.6,3.0,29.4,719.0,306.0,8.7,Agua Segura
6.7,1.0,26.3,218.0,98.0,5.2,Agua Segura
7.5,0.0,17.6,91.0,555.0,6.8,Agua Segura
7.1,3.0,29.7,961.0,363.0,9.0,Agua Segura
8.1,0.0,18.8,124.0,203.0,4.5,Agua Segura
